| name | position | department | school | degrees | research_interests |
| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Sam Chan | [] | [] | ['Simon Fraser University (Canada)', 'University of Hong Kong'] | ['MPhil (Hong Kong Polytechnic University)', 'PhD (Toronto', 'Canada)', 'PhD'] | ['neuroscience', 'chronic disease self-management', 'assistive technology', 'neural processes of self-regulation of nociceptive perception among people with chronic pain'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Bolton CHAU | [] | [] | [] | [] | ['neuroscience', 'decision making', 'reinforcement learning'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Will CHIEN | ['Occupational Therapist', 'Researcher'] | ['Department of Rehabilitation Sciences', 'RS'] | ["National Taiwan University (Bachelor's degree)"] | ["Bachelor's degree"] | ['hand skill-related measures', 'psychometric properties', 'modern test theory (Rasch Measurement Model)', "assessment of children's hand skills", "children's hand-skill ability questionnaire", "children's assessment of participation with hands"] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Yvonne HAN | ['Chairman'] | ["Department's Research and Development Committee"] | ['University of Alberta', 'Faculty of Medicine', 'The University of Hong Kong', 'The Chinese University of Hong Kong'] | ['undergraduate training in occupational therapy', 'MPhil degree in Neurophysiology', 'PhD degree in Neuropsychology'] | ['enhancing cognitive functions in children with neurological disorders', 'with special interest in the field of neuropsychology and its application to special educational needs with strong relevance to occupational therapy'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Cynthia LAI | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Benson LAU | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Hoe Chung-yeung Lee | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Hoe LEE | ['Lecturer'] | ['Department of Occupational Therapy'] | ['Curtin University'] | ['PhD', 'MPhil'] | ['research grants', 'scientific documents', 'refereed scientific journals', 'book chapters'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Chun Liang HSU | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Georg KRANZ | ['Research Assistant Professor'] | ['Department of Applied Social Sciences and Law'] | ['University of Vienna'] | ['MSc in Psychology', 'PhD in Clinical Neurosciences'] | ['neural underpinnings of mood disorders'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Jessie LIN | [] | [] | ['Ludwig-Maximilians University Munich (LMU)', 'Germany'] | ['MBBS', 'Master in Science of the Neuro-Cognitive Psychology', 'Ph', 'D'] | ['psychological association with physical symptoms', 'cognitive deficits', 'mind-body and aerobic exercise on neurocognition', 'clinical non-pharmacological intervention for psychosis', 'longitudinal study in women with postpartum depression', 'mindfulness-based interventions for mood disorder and functioning in patients with severe mental illness', 'evaluation of early intervention and longitudinal outcomes in women with mental disorders', 'epidemiological study of common mental disorder in community', 'mental health and physical exercise'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Davynn Gim Hoon TAN | ['Clinical Associate', 'Assistant Professor'] | ['RS (not specified)'] | ['The Hong Kong Polytechnic University', 'Singapore Institute of Technology'] | ['Clinical Associate', 'Assistant Professor'] | ['cognitive health', 'normal ageing', 'pathological degeneration', 'transcranial direct current stimulation', 'electrophysiological measures', 'qualitative approach'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Shu-Mei WANG | ['Adjunct Lecturer'] | ['Department of Occupational Therapy'] | ['Institute of Allied Health Sciences in National Cheng Kung University'] | ['PhD'] | ['movement rehabilitation for people with schizophrenia'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Richard Xu | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Ms Stella CHENG | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Bobby Ng | ['Senior Occupational Therapist', 'Department Manager (Occupational Therapy)'] | ['Occupational Therapy'] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Serena NG | ['Adjunct Professor'] | ['RS', 'Hong Kong Polytechnic University'] | ['Former Hong Kong Polytechnic', 'Tung Wah College'] | ['Professional Diploma in Occupational Therapy'] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Kin-Chung TANG | ['Occupational therapy', 'Master of Philosophy'] | ['The Hong Kong Polytechnic University'] | ['The Hong Kong Polytechnic University'] | ["Bachelor's in Occupational therapy", 'Master of Philosophy'] | ['neuro-IFRAH'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Ms Bonnie Jim | [] | ['Occupational Therapy Department of the New Territories West Cluster of the Hospital Authority'] | ['The Hong Kong Polytechnic University'] | ['Bachelor’s degree in occupational therapy', 'The Chinese University of Hong Kong', 'Master’s degree in sports medicine'] | ['environmental modification', 'community reintegration', 'and home-based rehabilitation'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Mr Johnny W.H. Lam | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Johnny LAM | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Kino Lam | [] | [] | [] | [] | ['metacognition'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Vera Lam | ['OT service team leader at a Common Mental Disorder Clinic', 'Substance Abuse Clinic', 'project leader of a research project sponsored by the Beat Drugs Fund Association', 'Narcotics Division', 'Security Bureau', 'The HKSAR Government'] | ['Not available'] | ['The Hong Kong Polytechnic University', 'City University of Hong Kong'] | ["Bachelor's degree in occupational therapy", "Master's degree in applied psychology"] | ['psychiatry'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Ms Anita NGAN | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Tony WONG | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Melva YIP | [] | [] | [] | [] | [] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Prof Eric Chui | ['Head and Professor', 'Co-Director of the Policy Research Centre for Innovation and Technology', 'Series Editor', 'Member/Advisor on various boards and committees'] | ['Department of Applied Social Sciences', 'Not available'] | ['The University of Hong Kong', 'Not available'] | ['PhD in Social Sciences', 'Not available'] | ['innovation and technology', 'Crime and Justice in Asia and the Global South'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Qiaobing WU | ['Associate Head', 'Associate Professor', 'Dr', 'ASA'] | ['Department of Applied Social Sciences'] | ['University of Southern California'] | ['PhD in Social Work', 'Master’s degree of Public Health', 'Bachelor’s degree of Law'] | ['health and well-being of children and youths', 'particularly in the context of migration', 'identity and health-related outcomes of children and youth resulting from the cross-border migration between Hong Kong and the Chinese mainland', 'education and psychological well-being of migrant and left-behind children in mainland China as a consequence of the large-scale rural-urban migration', 'resilience and mental health of migrant youth across different countries in both the Eastern and Western contexts', 'and the influences of migration policy', 'welfare boundary and social integration on the health-related quality of life of children from immigrant families', 'social sciences', 'interdisciplinary journals include Social Science & Medicine', 'Population', 'Space and Place', 'American Journal of Community Psychology', 'Youth & Society', 'Children and Youth Services Review', 'British Journal of Social Work'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Prof. Elsie YAN | ['Professor'] | [] | [] | [] | ['elder abuse', 'resident aggression in residential care facilities', 'fear of crime', 'elder sexuality', 'family caregiving', 'aging experience of LGBT', 'and health behaviours during the COVID-19 pandemic'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Lu Yu | ['ad hoc reviewer', 'Clinical Medicine', 'Psychiatry', 'Education', 'Positive Psychology', 'Ad hoc reviewer for referred International academic journals', 'External reviewer for Public Policy Research funding scheme (PPR)', 'External reviewer for Research Grants Council (RGC) funding schemes of the Hong Kong SAR', 'Deputy Team Leader'] | ['Division of Public Health', 'N/A'] | ['University of Hong Kong', 'China-U', 'S', 'Scholars Program (CUSP) Fellowship 2021/22'] | ['PhD in Clinical Psychology', 'N/A'] | ['quantitative research methods', 'programme evaluation', 'questionnaire development and validation', 'positive youth development', 'public health perspective', 'mental health', 'developmental skills', 'wellbeing indicators', 'strengths-based youth programmes', 'N/A'] |

| name | position | department | school | degrees | research_interests |
| --- | --- | --- | --- | --- | --- |
| Dr Catherine CHAI | ['Research Assistant Professor'] | ['Department of Applied Social Sciences'] | ['The University of Hong Kong'] | ['PhD in higher education'] | ['youth wellbeing', 'leadership development', 'general education in higher education', 'programme evaluation', 'and parenting'] |

| name | position | department | school | degrees | research_interests |
